Dates,Blocked,
13-07-2012 to 17-07-2012,0,
14-07-2012 to 18-07-2012,0,
15-07-2012 to 19-07-2012,0,
16-07-2012 to 20-07-2012,0,
17-07-2012 to 21-07-2012,0,
18-07-2012 to 22-07-2012,0,
19-07-2012 to 23-07-2012,0,
20-07-2012 to 24-07-2012,0,
21-07-2012 to 25-07-2012,0,
22-07-2012 to 26-07-2012,0,
23-07-2012 to 27-07-2012,1,
24-07-2012 to 28-07-2012,0,
25-07-2012 to 29-07-2012,0,
26-07-2012 to 30-07-2012,0,
27-07-2012 to 31-07-2012,0,
28-07-2012 to 01-08-2012,0,
29-07-2012 to 02-08-2012,0,
30-07-2012 to 03-08-2012,0,
31-07-2012 to 04-08-2012,0,
01-08-2012 to 05-08-2012,0,
02-08-2012 to 06-08-2012,0,
03-08-2012 to 07-08-2012,0,
04-08-2012 to 08-08-2012,0,
05-08-2012 to 09-08-2012,0,
06-08-2012 to 10-08-2012,0,
07-08-2012 to 11-08-2012,0,
08-08-2012 to 12-08-2012,0,
09-08-2012 to 13-08-2012,0,
10-08-2012 to 14-08-2012,1,
11-08-2012 to 15-08-2012,1,
12-08-2012 to 16-08-2012,1,
13-08-2012 to 17-08-2012,0,
14-08-2012 to 18-08-2012,0,
15-08-2012 to 19-08-2012,0,
16-08-2012 to 20-08-2012,0,
17-08-2012 to 21-08-2012,0,
18-08-2012 to 22-08-2012,0,
19-08-2012 to 23-08-2012,0,
20-08-2012 to 24-08-2012,0,
21-08-2012 to 25-08-2012,0,
22-08-2012 to 26-08-2012,0,
23-08-2012 to 27-08-2012,0,
24-08-2012 to 28-08-2012,0,
25-08-2012 to 29-08-2012,0,
26-08-2012 to 30-08-2012,0,
27-08-2012 to 31-08-2012,0,
28-08-2012 to 01-06-2013,0,
29-08-2012 to 02-06-2013,0,
30-08-2012 to 03-06-2013,0,
31-08-2012 to 04-06-2013,0,
01-06-2013 to 05-06-2013,1,
02-06-2013 to 06-06-2013,1,
03-06-2013 to 07-06-2013,0,
04-06-2013 to 08-06-2013,0,
05-06-2013 to 09-06-2013,0,
06-06-2013 to 10-06-2013,0,
07-06-2013 to 11-06-2013,0,
08-06-2013 to 12-06-2013,0,
09-06-2013 to 13-06-2013,0,
10-06-2013 to 14-06-2013,0,
11-06-2013 to 15-06-2013,0,
12-06-2013 to 16-06-2013,0,
13-06-2013 to 17-06-2013,0,
14-06-2013 to 18-06-2013,0,
15-06-2013 to 19-06-2013,0,
16-06-2013 to 20-06-2013,0,
17-06-2013 to 21-06-2013,0,
18-06-2013 to 22-06-2013,0,
19-06-2013 to 23-06-2013,0,
20-06-2013 to 24-06-2013,0,
21-06-2013 to 25-06-2013,0,
22-06-2013 to 26-06-2013,0,
23-06-2013 to 27-06-2013,0,
24-06-2013 to 28-06-2013,1,
25-06-2013 to 29-06-2013,0,
26-06-2013 to 30-06-2013,0,
27-06-2013 to 01-07-2013,0,
28-06-2013 to 02-07-2013,0,
29-06-2013 to 03-07-2013,0,
30-06-2013 to 04-07-2013,0,
01-07-2013 to 05-07-2013,0,
02-07-2013 to 06-07-2013,0,
03-07-2013 to 07-07-2013,0,
04-07-2013 to 08-07-2013,0,
05-07-2013 to 09-07-2013,1,
06-07-2013 to 10-07-2013,0,
07-07-2013 to 11-07-2013,0,
08-07-2013 to 12-07-2013,0,
09-07-2013 to 13-07-2013,0,
10-07-2013 to 14-07-2013,0,
11-07-2013 to 15-07-2013,0,
12-07-2013 to 16-07-2013,0,
13-07-2013 to 17-07-2013,0,
14-07-2013 to 18-07-2013,0,
15-07-2013 to 19-07-2013,0,
16-07-2013 to 20-07-2013,0,
17-07-2013 to 21-07-2013,0,
18-07-2013 to 22-07-2013,1,
19-07-2013 to 23-07-2013,1,
20-07-2013 to 24-07-2013,1,
21-07-2013 to 25-07-2013,1,
22-07-2013 to 26-07-2013,0,
23-07-2013 to 27-07-2013,0,
24-07-2013 to 28-07-2013,0,
25-07-2013 to 29-07-2013,0,
26-07-2013 to 30-07-2013,0,
27-07-2013 to 31-07-2013,0,
28-07-2013 to 01-08-2013,0,
29-07-2013 to 02-08-2013,0,
30-07-2013 to 03-08-2013,0,
31-07-2013 to 04-08-2013,0,
01-08-2013 to 05-08-2013,0,
02-08-2013 to 06-08-2013,1,
03-08-2013 to 07-08-2013,1,
04-08-2013 to 08-08-2013,1,
05-08-2013 to 09-08-2013,0,
06-08-2013 to 10-08-2013,0,
07-08-2013 to 11-08-2013,0,
08-08-2013 to 12-08-2013,0,
09-08-2013 to 13-08-2013,0,
10-08-2013 to 14-08-2013,0,
11-08-2013 to 15-08-2013,0,
12-08-2013 to 16-08-2013,0,
13-08-2013 to 17-08-2013,0,
14-08-2013 to 18-08-2013,0,
15-08-2013 to 19-08-2013,0,
16-08-2013 to 20-08-2013,0,
17-08-2013 to 21-08-2013,0,
18-08-2013 to 22-08-2013,0,
19-08-2013 to 23-08-2013,0,
20-08-2013 to 24-08-2013,0,
21-08-2013 to 25-08-2013,0,
22-08-2013 to 26-08-2013,1,
23-08-2013 to 27-08-2013,1,
24-08-2013 to 28-08-2013,0,
25-08-2013 to 29-08-2013,0,
26-08-2013 to 30-08-2013,0,
27-08-2013 to 31-08-2013,0,
28-08-2013 to 01-06-2014,0,
29-08-2013 to 02-06-2014,0,
30-08-2013 to 03-06-2014,0,
31-08-2013 to 04-06-2014,0,
01-06-2014 to 05-06-2014,0,
02-06-2014 to 06-06-2014,1,
03-06-2014 to 07-06-2014,1,
04-06-2014 to 08-06-2014,1,
05-06-2014 to 09-06-2014,1,
06-06-2014 to 10-06-2014,1,
07-06-2014 to 11-06-2014,1,
08-06-2014 to 12-06-2014,0,
09-06-2014 to 13-06-2014,0,
10-06-2014 to 14-06-2014,0,
11-06-2014 to 15-06-2014,0,
12-06-2014 to 16-06-2014,0,
13-06-2014 to 17-06-2014,0,
14-06-2014 to 18-06-2014,0,
15-06-2014 to 19-06-2014,0,
16-06-2014 to 20-06-2014,0,
17-06-2014 to 21-06-2014,0,
18-06-2014 to 22-06-2014,0,
19-06-2014 to 23-06-2014,0,
20-06-2014 to 24-06-2014,0,
21-06-2014 to 25-06-2014,0,
22-06-2014 to 26-06-2014,0,
23-06-2014 to 27-06-2014,0,
24-06-2014 to 28-06-2014,0,
25-06-2014 to 29-06-2014,0,
26-06-2014 to 30-06-2014,0,
27-06-2014 to 01-07-2014,0,
28-06-2014 to 02-07-2014,0,
29-06-2014 to 03-07-2014,0,
30-06-2014 to 04-07-2014,0,
01-07-2014 to 05-07-2014,0,
02-07-2014 to 06-07-2014,0,
03-07-2014 to 07-07-2014,0,
04-07-2014 to 08-07-2014,0,
05-07-2014 to 09-07-2014,0,
06-07-2014 to 10-07-2014,1,
07-07-2014 to 11-07-2014,1,
08-07-2014 to 12-07-2014,1,
09-07-2014 to 13-07-2014,1,
10-07-2014 to 14-07-2014,1,
11-07-2014 to 15-07-2014,1,
12-07-2014 to 16-07-2014,1,
13-07-2014 to 17-07-2014,1,
14-07-2014 to 18-07-2014,1,
15-07-2014 to 19-07-2014,1,
16-07-2014 to 20-07-2014,1,
17-07-2014 to 21-07-2014,1,
18-07-2014 to 22-07-2014,1,
19-07-2014 to 23-07-2014,1,
20-07-2014 to 24-07-2014,1,
21-07-2014 to 25-07-2014,1,
22-07-2014 to 26-07-2014,1,
23-07-2014 to 27-07-2014,1,
24-07-2014 to 28-07-2014,0,
25-07-2014 to 29-07-2014,0,
26-07-2014 to 30-07-2014,0,
27-07-2014 to 31-07-2014,0,
28-07-2014 to 01-08-2014,0,
29-07-2014 to 02-08-2014,0,
30-07-2014 to 03-08-2014,0,
31-07-2014 to 04-08-2014,0,
01-08-2014 to 05-08-2014,0,
02-08-2014 to 06-08-2014,1,
03-08-2014 to 07-08-2014,0,
04-08-2014 to 08-08-2014,0,
05-08-2014 to 09-08-2014,0,
06-08-2014 to 10-08-2014,0,
07-08-2014 to 11-08-2014,0,
08-08-2014 to 12-08-2014,0,
09-08-2014 to 13-08-2014,0,
10-08-2014 to 14-08-2014,0,
11-08-2014 to 15-08-2014,0,
12-08-2014 to 16-08-2014,0,
13-08-2014 to 17-08-2014,0,
14-08-2014 to 18-08-2014,0,
15-08-2014 to 19-08-2014,0,
16-08-2014 to 20-08-2014,0,
17-08-2014 to 21-08-2014,0,
18-08-2014 to 22-08-2014,0,
19-08-2014 to 23-08-2014,0,
20-08-2014 to 24-08-2014,0,
21-08-2014 to 25-08-2014,0,
22-08-2014 to 26-08-2014,0,
23-08-2014 to 27-08-2014,0,
24-08-2014 to 28-08-2014,0,
25-08-2014 to 29-08-2014,0,
26-08-2014 to 30-08-2014,0,
27-08-2014 to 31-08-2014,0,
28-08-2014 to 01-06-2015,0,
29-08-2014 to 02-06-2015,0,
30-08-2014 to 03-06-2015,0,
31-08-2014 to 04-06-2015,0,
01-06-2015 to 05-06-2015,0,
02-06-2015 to 06-06-2015,0,
03-06-2015 to 07-06-2015,0,
04-06-2015 to 08-06-2015,0,
05-06-2015 to 09-06-2015,0,
06-06-2015 to 10-06-2015,0,
07-06-2015 to 11-06-2015,0,
08-06-2015 to 12-06-2015,0,
09-06-2015 to 13-06-2015,0,
10-06-2015 to 14-06-2015,0,
11-06-2015 to 15-06-2015,0,
12-06-2015 to 16-06-2015,0,
13-06-2015 to 17-06-2015,0,
14-06-2015 to 18-06-2015,0,
15-06-2015 to 19-06-2015,0,
16-06-2015 to 20-06-2015,0,
17-06-2015 to 21-06-2015,0,
18-06-2015 to 22-06-2015,0,
19-06-2015 to 23-06-2015,0,
20-06-2015 to 24-06-2015,0,
21-06-2015 to 25-06-2015,0,
22-06-2015 to 26-06-2015,0,
23-06-2015 to 27-06-2015,0,
24-06-2015 to 28-06-2015,0,
25-06-2015 to 29-06-2015,0,
26-06-2015 to 30-06-2015,0,
27-06-2015 to 01-07-2015,0,
28-06-2015 to 02-07-2015,0,
29-06-2015 to 03-07-2015,0,
30-06-2015 to 04-07-2015,0,
01-07-2015 to 05-07-2015,1,
02-07-2015 to 06-07-2015,0,
03-07-2015 to 07-07-2015,0,
04-07-2015 to 08-07-2015,0,
05-07-2015 to 09-07-2015,0,
06-07-2015 to 10-07-2015,0,
07-07-2015 to 11-07-2015,0,
08-07-2015 to 12-07-2015,0,
09-07-2015 to 13-07-2015,0,
10-07-2015 to 14-07-2015,0,
11-07-2015 to 15-07-2015,0,
12-07-2015 to 16-07-2015,0,
13-07-2015 to 17-07-2015,0,
14-07-2015 to 18-07-2015,0,
15-07-2015 to 19-07-2015,0,
16-07-2015 to 20-07-2015,0,
17-07-2015 to 21-07-2015,0,
18-07-2015 to 22-07-2015,0,
19-07-2015 to 23-07-2015,0,
20-07-2015 to 24-07-2015,0,
21-07-2015 to 25-07-2015,0,
22-07-2015 to 26-07-2015,0,
23-07-2015 to 27-07-2015,0,
24-07-2015 to 28-07-2015,0,
25-07-2015 to 29-07-2015,0,
26-07-2015 to 30-07-2015,0,
27-07-2015 to 31-07-2015,0,
28-07-2015 to 01-08-2015,0,
29-07-2015 to 02-08-2015,0,
30-07-2015 to 03-08-2015,0,
31-07-2015 to 04-08-2015,0,
01-08-2015 to 05-08-2015,0,
02-08-2015 to 06-08-2015,0,
03-08-2015 to 07-08-2015,0,
04-08-2015 to 08-08-2015,1,
05-08-2015 to 09-08-2015,1,
06-08-2015 to 10-08-2015,1,
07-08-2015 to 11-08-2015,1,
08-08-2015 to 12-08-2015,1,
09-08-2015 to 13-08-2015,0,
10-08-2015 to 14-08-2015,0,
11-08-2015 to 15-08-2015,0,
12-08-2015 to 16-08-2015,0,
13-08-2015 to 17-08-2015,0,
14-08-2015 to 18-08-2015,1,
15-08-2015 to 19-08-2015,1,
16-08-2015 to 20-08-2015,1,
17-08-2015 to 21-08-2015,1,
18-08-2015 to 22-08-2015,1,
19-08-2015 to 23-08-2015,1,
20-08-2015 to 24-08-2015,1,
21-08-2015 to 25-08-2015,1,
22-08-2015 to 26-08-2015,0,
23-08-2015 to 27-08-2015,0,
24-08-2015 to 28-08-2015,0,
25-08-2015 to 29-08-2015,0,
26-08-2015 to 30-08-2015,0,
27-08-2015 to 31-08-2015,0,
28-08-2015 to 01-06-2016,0,
29-08-2015 to 02-06-2016,0,
30-08-2015 to 03-06-2016,0,
31-08-2015 to 04-06-2016,0,
01-06-2016 to 05-06-2016,1,
02-06-2016 to 06-06-2016,1,
03-06-2016 to 07-06-2016,0,
04-06-2016 to 08-06-2016,0,
05-06-2016 to 09-06-2016,0,
06-06-2016 to 10-06-2016,0,
07-06-2016 to 11-06-2016,0,
08-06-2016 to 12-06-2016,0,
09-06-2016 to 13-06-2016,0,
10-06-2016 to 14-06-2016,0,
11-06-2016 to 15-06-2016,0,
12-06-2016 to 16-06-2016,0,
13-06-2016 to 17-06-2016,0,
14-06-2016 to 18-06-2016,0,
15-06-2016 to 19-06-2016,0,
16-06-2016 to 20-06-2016,0,
17-06-2016 to 21-06-2016,1,
18-06-2016 to 22-06-2016,1,
19-06-2016 to 23-06-2016,1,
20-06-2016 to 24-06-2016,1,
21-06-2016 to 25-06-2016,1,
22-06-2016 to 26-06-2016,1,
23-06-2016 to 27-06-2016,0,
24-06-2016 to 28-06-2016,0,
25-06-2016 to 29-06-2016,0,
26-06-2016 to 30-06-2016,0,
27-06-2016 to 01-07-2016,0,
28-06-2016 to 02-07-2016,0,
29-06-2016 to 03-07-2016,0,
30-06-2016 to 04-07-2016,0,
01-07-2016 to 05-07-2016,0,
02-07-2016 to 06-07-2016,0,
03-07-2016 to 07-07-2016,0,
04-07-2016 to 08-07-2016,0,
05-07-2016 to 09-07-2016,0,
06-07-2016 to 10-07-2016,0,
07-07-2016 to 11-07-2016,0,
08-07-2016 to 12-07-2016,0,
09-07-2016 to 13-07-2016,0,
10-07-2016 to 14-07-2016,0,
11-07-2016 to 15-07-2016,0,
12-07-2016 to 16-07-2016,0,
13-07-2016 to 17-07-2016,0,
14-07-2016 to 18-07-2016,0,
15-07-2016 to 19-07-2016,0,
16-07-2016 to 20-07-2016,0,
17-07-2016 to 21-07-2016,0,
18-07-2016 to 22-07-2016,0,
19-07-2016 to 23-07-2016,0,
20-07-2016 to 24-07-2016,1,
21-07-2016 to 25-07-2016,1,
22-07-2016 to 26-07-2016,0,
23-07-2016 to 27-07-2016,0,
24-07-2016 to 28-07-2016,0,
25-07-2016 to 29-07-2016,0,
26-07-2016 to 30-07-2016,0,
27-07-2016 to 31-07-2016,0,
28-07-2016 to 01-08-2016,0,
29-07-2016 to 02-08-2016,0,
30-07-2016 to 03-08-2016,0,
31-07-2016 to 04-08-2016,0,
01-08-2016 to 05-08-2016,0,
02-08-2016 to 06-08-2016,0,
03-08-2016 to 07-08-2016,0,
04-08-2016 to 08-08-2016,0,
05-08-2016 to 09-08-2016,0,
06-08-2016 to 10-08-2016,0,
07-08-2016 to 11-08-2016,0,
08-08-2016 to 12-08-2016,0,
09-08-2016 to 13-08-2016,0,
10-08-2016 to 14-08-2016,0,
11-08-2016 to 15-08-2016,0,
12-08-2016 to 16-08-2016,0,
13-08-2016 to 17-08-2016,0,
14-08-2016 to 18-08-2016,0,
15-08-2016 to 19-08-2016,1,
16-08-2016 to 20-08-2016,0,
17-08-2016 to 21-08-2016,0,
18-08-2016 to 22-08-2016,0,
19-08-2016 to 23-08-2016,0,
20-08-2016 to 24-08-2016,0,
21-08-2016 to 25-08-2016,1,
22-08-2016 to 26-08-2016,1,
23-08-2016 to 27-08-2016,1,
24-08-2016 to 28-08-2016,1,
25-08-2016 to 29-08-2016,0,
26-08-2016 to 30-08-2016,0,
27-08-2016 to 31-08-2016,0,
28-08-2016 to 01-06-2017,0,
29-08-2016 to 02-06-2017,0,
30-08-2016 to 03-06-2017,0,
31-08-2016 to 04-06-2017,0,
01-06-2017 to 05-06-2017,0,
02-06-2017 to 06-06-2017,0,
03-06-2017 to 07-06-2017,0,
04-06-2017 to 08-06-2017,0,
05-06-2017 to 09-06-2017,0,
06-06-2017 to 10-06-2017,0,
07-06-2017 to 11-06-2017,0,
08-06-2017 to 12-06-2017,0,
09-06-2017 to 13-06-2017,0,
10-06-2017 to 14-06-2017,0,
11-06-2017 to 15-06-2017,0,
12-06-2017 to 16-06-2017,0,
13-06-2017 to 17-06-2017,0,
14-06-2017 to 18-06-2017,0,
15-06-2017 to 19-06-2017,0,
16-06-2017 to 20-06-2017,0,
17-06-2017 to 21-06-2017,1,
18-06-2017 to 22-06-2017,0,
19-06-2017 to 23-06-2017,0,
20-06-2017 to 24-06-2017,0,
21-06-2017 to 25-06-2017,0,
22-06-2017 to 26-06-2017,0,
23-06-2017 to 27-06-2017,0,
24-06-2017 to 28-06-2017,0,
25-06-2017 to 29-06-2017,0,
26-06-2017 to 30-06-2017,0,
27-06-2017 to 01-07-2017,0,
28-06-2017 to 02-07-2017,0,
29-06-2017 to 03-07-2017,0,
30-06-2017 to 04-07-2017,0,
01-07-2017 to 05-07-2017,0,
02-07-2017 to 06-07-2017,0,
03-07-2017 to 07-07-2017,0,
04-07-2017 to 08-07-2017,0,
05-07-2017 to 09-07-2017,0,
06-07-2017 to 10-07-2017,0,
07-07-2017 to 11-07-2017,0,
08-07-2017 to 12-07-2017,0,
09-07-2017 to 13-07-2017,0,
10-07-2017 to 14-07-2017,0,
11-07-2017 to 15-07-2017,0,
12-07-2017 to 16-07-2017,0,
13-07-2017 to 17-07-2017,0,
14-07-2017 to 18-07-2017,0,
15-07-2017 to 19-07-2017,0,
16-07-2017 to 20-07-2017,0,
17-07-2017 to 21-07-2017,0,
18-07-2017 to 22-07-2017,0,
19-07-2017 to 23-07-2017,0,
20-07-2017 to 24-07-2017,0,
21-07-2017 to 25-07-2017,1,
22-07-2017 to 26-07-2017,0,
23-07-2017 to 27-07-2017,0,
24-07-2017 to 28-07-2017,0,
25-07-2017 to 29-07-2017,0,
26-07-2017 to 30-07-2017,0,
27-07-2017 to 31-07-2017,0,
28-07-2017 to 01-08-2017,0,
29-07-2017 to 02-08-2017,0,
30-07-2017 to 03-08-2017,0,
31-07-2017 to 04-08-2017,0,
01-08-2017 to 05-08-2017,1,
02-08-2017 to 06-08-2017,0,
03-08-2017 to 07-08-2017,0,
04-08-2017 to 08-08-2017,0,
05-08-2017 to 09-08-2017,0,
06-08-2017 to 10-08-2017,0,
07-08-2017 to 11-08-2017,0,
08-08-2017 to 12-08-2017,1,
09-08-2017 to 13-08-2017,0,
10-08-2017 to 14-08-2017,0,
11-08-2017 to 15-08-2017,0,
12-08-2017 to 16-08-2017,0,
13-08-2017 to 17-08-2017,0,
14-08-2017 to 18-08-2017,0,
15-08-2017 to 19-08-2017,0,
16-08-2017 to 20-08-2017,0,
17-08-2017 to 21-08-2017,0,
18-08-2017 to 22-08-2017,0,
19-08-2017 to 23-08-2017,0,
20-08-2017 to 24-08-2017,0,
21-08-2017 to 25-08-2017,0,
22-08-2017 to 26-08-2017,0,
23-08-2017 to 27-08-2017,0,
24-08-2017 to 28-08-2017,0,
25-08-2017 to 29-08-2017,0,
26-08-2017 to 30-08-2017,0,
27-08-2017 to 31-08-2017,0,
28-08-2017 to 01-06-2018,0,
29-08-2017 to 02-06-2018,0,
30-08-2017 to 03-06-2018,0,
31-08-2017 to 04-06-2018,0,
01-06-2018 to 05-06-2018,0,
02-06-2018 to 06-06-2018,0,
03-06-2018 to 07-06-2018,0,
04-06-2018 to 08-06-2018,0,
05-06-2018 to 09-06-2018,0,
06-06-2018 to 10-06-2018,0,
07-06-2018 to 11-06-2018,0,
08-06-2018 to 12-06-2018,0,
09-06-2018 to 13-06-2018,0,
10-06-2018 to 14-06-2018,0,
11-06-2018 to 15-06-2018,0,
12-06-2018 to 16-06-2018,0,
13-06-2018 to 17-06-2018,0,
14-06-2018 to 18-06-2018,0,
15-06-2018 to 19-06-2018,0,
16-06-2018 to 20-06-2018,0,
17-06-2018 to 21-06-2018,0,
18-06-2018 to 22-06-2018,0,
19-06-2018 to 23-06-2018,0,
20-06-2018 to 24-06-2018,0,
21-06-2018 to 25-06-2018,0,
22-06-2018 to 26-06-2018,0,
23-06-2018 to 27-06-2018,0,
24-06-2018 to 28-06-2018,0,
25-06-2018 to 29-06-2018,1,
26-06-2018 to 30-06-2018,1,
27-06-2018 to 01-07-2018,1,
28-06-2018 to 02-07-2018,1,
29-06-2018 to 03-07-2018,1,
30-06-2018 to 04-07-2018,1,
01-07-2018 to 05-07-2018,0,
02-07-2018 to 06-07-2018,0,
03-07-2018 to 07-07-2018,0,
04-07-2018 to 08-07-2018,0,
05-07-2018 to 09-07-2018,0,
06-07-2018 to 10-07-2018,0,
07-07-2018 to 11-07-2018,1,
08-07-2018 to 12-07-2018,1,
09-07-2018 to 13-07-2018,0,
10-07-2018 to 14-07-2018,0,
11-07-2018 to 15-07-2018,0,
12-07-2018 to 16-07-2018,0,
13-07-2018 to 17-07-2018,0,
14-07-2018 to 18-07-2018,0,
15-07-2018 to 19-07-2018,0,
16-07-2018 to 20-07-2018,1,
17-07-2018 to 21-07-2018,0,
18-07-2018 to 22-07-2018,0,
19-07-2018 to 23-07-2018,0,
20-07-2018 to 24-07-2018,0,
21-07-2018 to 25-07-2018,0,
22-07-2018 to 26-07-2018,0,
23-07-2018 to 27-07-2018,0,
24-07-2018 to 28-07-2018,1,
25-07-2018 to 29-07-2018,1,
26-07-2018 to 30-07-2018,1,
27-07-2018 to 31-07-2018,1,
28-07-2018 to 01-08-2018,1,
29-07-2018 to 02-08-2018,1,
30-07-2018 to 03-08-2018,1,
31-07-2018 to 04-08-2018,0,
01-08-2018 to 05-08-2018,0,
02-08-2018 to 06-08-2018,0,
03-08-2018 to 07-08-2018,0,
04-08-2018 to 08-08-2018,0,
05-08-2018 to 09-08-2018,0,
06-08-2018 to 10-08-2018,0,
07-08-2018 to 11-08-2018,0,
08-08-2018 to 12-08-2018,0,
09-08-2018 to 13-08-2018,0,
10-08-2018 to 14-08-2018,0,
11-08-2018 to 15-08-2018,0,
12-08-2018 to 16-08-2018,0,
13-08-2018 to 17-08-2018,0,
14-08-2018 to 18-08-2018,0,
15-08-2018 to 19-08-2018,0,
16-08-2018 to 20-08-2018,0,
17-08-2018 to 21-08-2018,0,
18-08-2018 to 22-08-2018,0,
19-08-2018 to 23-08-2018,0,
20-08-2018 to 24-08-2018,0,
21-08-2018 to 25-08-2018,0,
22-08-2018 to 26-08-2018,0,
23-08-2018 to 27-08-2018,0,
24-08-2018 to 28-08-2018,0,
25-08-2018 to 29-08-2018,0,
26-08-2018 to 30-08-2018,0,
27-08-2018 to 31-08-2018,0,
28-08-2018 to 01-06-2019,0,
29-08-2018 to 02-06-2019,0,
30-08-2018 to 03-06-2019,0,
31-08-2018 to 04-06-2019,0,
01-06-2019 to 05-06-2019,0,
02-06-2019 to 06-06-2019,0,
03-06-2019 to 07-06-2019,0,
04-06-2019 to 08-06-2019,0,
05-06-2019 to 09-06-2019,1,
06-06-2019 to 10-06-2019,0,
07-06-2019 to 11-06-2019,0,
08-06-2019 to 12-06-2019,0,
09-06-2019 to 13-06-2019,0,
10-06-2019 to 14-06-2019,0,
11-06-2019 to 15-06-2019,1,
12-06-2019 to 16-06-2019,1,
13-06-2019 to 17-06-2019,0,
14-06-2019 to 18-06-2019,0,
15-06-2019 to 19-06-2019,0,
16-06-2019 to 20-06-2019,0,
17-06-2019 to 21-06-2019,0,
18-06-2019 to 22-06-2019,0,
19-06-2019 to 23-06-2019,0,
20-06-2019 to 24-06-2019,0,
21-06-2019 to 25-06-2019,0,
22-06-2019 to 26-06-2019,0,
23-06-2019 to 27-06-2019,1,
24-06-2019 to 28-06-2019,1,
25-06-2019 to 29-06-2019,1,
26-06-2019 to 30-06-2019,1,
27-06-2019 to 01-07-2019,0,
28-06-2019 to 02-07-2019,0,
29-06-2019 to 03-07-2019,0,
30-06-2019 to 04-07-2019,0,
01-07-2019 to 05-07-2019,0,
02-07-2019 to 06-07-2019,0,
03-07-2019 to 07-07-2019,0,
04-07-2019 to 08-07-2019,0,
05-07-2019 to 09-07-2019,0,
06-07-2019 to 10-07-2019,0,
07-07-2019 to 11-07-2019,0,
08-07-2019 to 12-07-2019,0,
09-07-2019 to 13-07-2019,0,
10-07-2019 to 14-07-2019,0,
11-07-2019 to 15-07-2019,0,
12-07-2019 to 16-07-2019,0,
13-07-2019 to 17-07-2019,0,
14-07-2019 to 18-07-2019,0,
15-07-2019 to 19-07-2019,0,
16-07-2019 to 20-07-2019,0,
17-07-2019 to 21-07-2019,0,
18-07-2019 to 22-07-2019,0,
19-07-2019 to 23-07-2019,0,
20-07-2019 to 24-07-2019,0,
21-07-2019 to 25-07-2019,0,
22-07-2019 to 26-07-2019,1,
23-07-2019 to 27-07-2019,1,
24-07-2019 to 28-07-2019,1,
25-07-2019 to 29-07-2019,1,
26-07-2019 to 30-07-2019,0,?
27-07-2019 to 31-07-2019,0,?
28-07-2019 to 01-08-2019,0,
29-07-2019 to 02-08-2019,0,
30-07-2019 to 03-08-2019,0,
31-07-2019 to 04-08-2019,0,
01-08-2019 to 05-08-2019,0,
02-08-2019 to 06-08-2019,0,
03-08-2019 to 07-08-2019,0,
04-08-2019 to 08-08-2019,0,
05-08-2019 to 09-08-2019,0,
06-08-2019 to 10-08-2019,0,
07-08-2019 to 11-08-2019,0,
08-08-2019 to 12-08-2019,0,
09-08-2019 to 13-08-2019,0,
10-08-2019 to 14-08-2019,0,
11-08-2019 to 15-08-2019,0,
12-08-2019 to 16-08-2019,0,
13-08-2019 to 17-08-2019,0,
14-08-2019 to 18-08-2019,0,
15-08-2019 to 19-08-2019,0,
16-08-2019 to 20-08-2019,0,
17-08-2019 to 21-08-2019,0,
18-08-2019 to 22-08-2019,0,
19-08-2019 to 23-08-2019,0,
20-08-2019 to 24-08-2019,1,
21-08-2019 to 25-08-2019,1,
22-08-2019 to 26-08-2019,1,
23-08-2019 to 27-08-2019,1,
24-08-2019 to 28-08-2019,1,
25-08-2019 to 29-08-2019,1,
26-08-2019 to 30-08-2019,1,
27-08-2019 to 31-08-2019,1,
28-05-1979 to 01-06-1979,0,
29-05-1979 to 02-06-1979,1,
30-05-1979 to 03-06-1979,1,
31-05-1979 to 04-06-1979,1,
27-08-1979 to 31-08-1979,0,
28-08-1979 to 01-09-1979,0,
29-08-1979 to 02-09-1979,0,
30-08-1979 to 03-09-1979,0,
31-08-1979 to 04-09-1979,0,
28-05-1980 to 01-06-1980,0,
29-05-1980 to 02-06-1980,0,
30-05-1980 to 03-06-1980,0,
31-05-1980 to 04-06-1980,0,
27-08-1980 to 31-08-1980,0,
28-08-1980 to 01-09-1980,0,
29-08-1980 to 02-09-1980,0,
30-08-1980 to 03-09-1980,0,
31-08-1980 to 04-09-1980,0,
28-05-1981 to 01-06-1981,0,
29-05-1981 to 02-06-1981,0,
30-05-1981 to 03-06-1981,0,
31-05-1981 to 04-06-1981,0,
27-08-1981 to 31-08-1981,1,
28-08-1981 to 01-09-1981,1,
29-08-1981 to 02-09-1981,1,
30-08-1981 to 03-09-1981,1,
31-08-1981 to 04-09-1981,1,
28-05-1982 to 01-06-1982,0,
29-05-1982 to 02-06-1982,0,
30-05-1982 to 03-06-1982,1,
31-05-1982 to 04-06-1982,1,
27-08-1982 to 31-08-1982,0,
28-08-1982 to 01-09-1982,0,
29-08-1982 to 02-09-1982,0,
30-08-1982 to 03-09-1982,0,
31-08-1982 to 04-09-1982,0,
28-05-1983 to 01-06-1983,0,
29-05-1983 to 02-06-1983,0,
30-05-1983 to 03-06-1983,0,
31-05-1983 to 04-06-1983,0,
27-08-1983 to 31-08-1983,0,
28-08-1983 to 01-09-1983,0,
29-08-1983 to 02-09-1983,0,
30-08-1983 to 03-09-1983,0,
31-08-1983 to 04-09-1983,0,
28-05-1984 to 01-06-1984,1,
